,State_Name,City,Zip_Code,Mean,Median,Stdev,Lat,Lon
2831,California,Costa Mesa,92626,126351,300000,74675,33.6209027,-117.9165233
2832,California,Costa Mesa,92626,99411,103842,38302,33.6467702,-117.9435747
2833,California,Costa Mesa,92626,39435,20394,49582,33.648437,-117.9275396
2834,California,Costa Mesa,92626,106095,300000,70856,33.6763992,-117.9275165
2835,California,Costa Mesa,92626,96488,74370,70628,33.6655719,-117.9278881
2836,California,Costa Mesa,92626,128210,300000,66555,33.6714531,-117.8988944
2837,California,Santa Ana,92704,121173,113437,80521,33.6937428,-117.9036273
2838,California,Los Angeles,90015,21116,13820,20722,33.945396,-118.2336329
2839,California,Santa Ana,92707,86494,73058,61340,33.7015157,-117.8725713
2840,California,San Leandro,94579,85334,64906,67832,37.6985801,-122.1574574
2841,California,Santa Ana,92704,78657,83019,57417,33.7212817,-117.8902708
2842,California,Santa Ana,92704,69922,69182,39947,33.7211578,-117.9108898
2843,California,Santa Ana,92707,68717,67425,42877,33.7216725,-117.8700847
2844,California,Santa Ana,92701,47897,300000,35543,33.7481442,-117.8492851
2845,California,Santa Ana,92701,41902,30386,47147,33.7385343,-117.856975
2846,California,Santa Ana,92701,43133,29872,33831,33.7363817,-117.8640231
2847,California,Santa Ana,92703,76750,59646,60092,33.7435528,-117.889227
2848,California,Santa Ana,92704,73388,66741,50549,33.7371732,-117.9026546
2849,California,Santa Ana,92703,49548,300000,28417,33.7370553,-117.8799075
2850,California,Los Angeles,90077,150761,160430,89190,34.108023,-118.4569642
2851,California,Santa Ana,92706,55783,40846,46986,33.755664,-117.8797292
2852,California,Santa Ana,92706,81449,49973,73571,33.7749556,-117.8825621
2853,California,Santa Ana,92701,62096,59862,42649,33.7532867,-117.8424353
2854,California,Tustin,92780,74925,59651,57597,33.7440129,-117.8247177
2855,California,Tustin,92780,83431,84772,55508,33.7284876,-117.8147887
2856,California,Santa Ana,92705,172734,300000,78612,33.7789827,-117.7854309
2857,California,Tustin,92780,165335,300000,81316,33.7537203,-117.7856485
2858,California,Tustin,92780,55637,300000,26509,33.766702,-117.8278544
2859,California,Orange,92866,70957,60350,50530,33.7932453,-117.8365359
2860,California,Orange,92869,112885,100412,66674,33.7769301,-117.8204294
2861,California,Pacific Palisades,90272,144174,158988,94528,34.0350108,-118.5245644
2862,California,Orange,92867,112819,111246,60639,33.807971,-117.8287446
2863,California,Orange,92869,57871,40843,49109,33.7920455,-117.8185009
2864,California,Orange,92868,64107,300000,51885,33.7812601,-117.8679465
2866,California,Orange,92865,92528,86223,59096,33.8374004,-117.8540526
2867,California,Orange,92867,74385,68440,54406,33.8051326,-117.8488281
2868,California,Orange,92865,66540,50467,54795,33.8225982,-117.8434316
2869,California,Anaheim,92806,97024,92986,58129,33.829141,-117.8794788
2870,California,Anaheim,92805,77785,300000,46739,33.8506272,-117.8977733
2871,California,Placentia,92870,89987,300000,60859,33.8453746,-117.8580533
2873,California,Anaheim,92801,55521,47315,38922,33.8507453,-117.933024
2874,California,Anaheim,92801,61456,51406,46315,33.8509554,-117.9566062
2875,California,Anaheim,92801,48310,41631,34095,33.8358485,-117.9806013
2876,California,Anaheim,92804,68606,300000,49598,33.8247012,-117.9977753
2877,California,Anaheim,92804,66657,53093,64252,33.8249717,-117.9717657
2878,California,Anaheim,92804,76160,66847,53193,33.8264301,-117.9487797
2879,California,Anaheim,92805,88229,75641,57208,33.8357929,-117.9285565
2880,California,Anaheim,92805,46827,37834,33405,33.8251532,-117.9095108
2881,California,Anaheim,92802,46049,38814,31521,33.7975374,-117.9020092
2882,California,Anaheim,92802,87497,300000,45856,33.804469,-117.9399623
2883,California,Los Angeles,90024,118216,103239,82793,34.0632,-118.4236856
2884,California,Anaheim,92804,60735,300000,43252,33.8104078,-117.9632386
2885,California,Stanton,90680,70632,47046,59931,33.8101182,-117.9975952
2886,California,Stanton,90680,59211,45313,56986,33.7992973,-117.9918205
2887,California,Garden Grove,92845,76942,300000,50579,33.7886489,-118.0049621
2888,California,Garden Grove,92841,75235,67012,60942,33.7958279,-117.9631284
2889,California,Garden Grove,92840,103253,107733,63986,33.7874758,-117.9397292
2890,California,Garden Grove,92843,53832,36354,48968,33.774306,-117.9263206
2891,California,Garden Grove,92843,100406,80400,63413,33.774216,-117.9350465
2892,California,Garden Grove,92844,66778,55347,62206,33.7711112,-117.9772251
2893,California,Garden Grove,92843,56783,43491,41669,33.7632139,-117.9463184
2894,California,Los Angeles,90035,96216,81367,73520,34.0387217,-118.4441579
2895,California,Garden Grove,92844,65932,44407,67063,33.7521177,-117.9679766
2896,California,Santa Ana,92703,58487,300000,32394,33.7524445,-117.9245717
2897,California,Santa Ana,92703,56163,40685,54514,33.7526801,-117.912077
2898,California,Westminster,92683,54332,43211,45156,33.7377201,-117.9503802
2899,California,Huntington Beach,92646,50346,39799,38323,33.6833875,-117.9605418
2900,California,Huntington Beach,92646,67773,50257,55267,33.6446413,-117.9767121
2901,California,Westminster,92683,114547,110555,69321,33.7376221,-117.9590701
2902,California,Fountain Valley,92708,79520,64245,58740,33.7239938,-117.9248182
2903,California,Fountain Valley,92708,102444,89135,65256,33.6942394,-117.9605931
2904,California,Fountain Valley,92708,83509,60218,66398,33.6939764,-117.9845192
2905,California,Los Angeles,90034,91102,68962,70045,34.036336,-118.387153
2906,California,Huntington Beach,92646,101821,81105,65530,33.64069,-117.95956
2907,California,Huntington Beach,92646,52578,40562,43984,33.664956,-117.9754563
2908,California,Santa Ana,92704,51135,38576,37599,33.7429733,-117.9165724
2909,California,Huntington Beach,92648,75922,71599,45104,33.6793865,-117.9932396
2910,California,Huntington Beach,92648,203910,224262,68202,33.679397,-118.0203159
2911,California,Huntington Beach,92648,126988,105769,79341,33.6610404,-118.0028287
2912,California,Huntington Beach,92647,65269,65037,43703,33.7190957,-118.0153179
2913,California,Huntington Beach,92647,123326,300000,74261,33.719217,-117.9978509
2914,California,Huntington Beach,92648,25129,15052,22741,33.6929418,-118.0005081
2915,California,Huntington Beach,92649,120250,108609,72614,33.7096735,-118.0546077
2916,California,Los Angeles,90064,99706,78212,79644,34.0339126,-118.4268131
2917,California,Los Alamitos,90720,60849,43461,49372,33.7701027,-118.0833104
2918,California,Seal Beach,90740,86246,65316,68537,33.7385342,-118.1055682
2919,California,Huntington Beach,92649,182565,193463,67193,33.7227495,-118.0610462
2920,California,Huntington Beach,92647,86486,300000,53855,33.7473935,-118.0334998
2921,California,Midway City,92655,74240,59181,56407,33.7410637,-117.9853677
2922,California,Westminster,92683,58123,44570,47515,33.755705,-117.9809384
2923,California,Westminster,92683,74473,57001,45472,33.7664961,-118.0028939
2924,California,Garden Grove,92845,102973,300000,64179,33.7847215,-118.0198654
2925,California,Los Alamitos,90720,119975,113360,78943,33.7860198,-118.0863456
2926,California,Garden Grove,92845,83908,77257,53494,33.7993147,-118.0196525
2927,California,Los Angeles,90034,92498,73010,69986,34.0131825,-118.4231336
2928,California,Los Alamitos,90720,99245,86368,68980,33.7926663,-118.0524369
2929,California,Los Alamitos,90720,87043,300000,42445,33.8142936,-118.0572772
2930,California,Buena Park,90620,85543,73636,55575,33.8305662,-118.0297412
2931,California,Cerritos,90703,87373,300000,55342,33.8583374,-118.0380241
2932,California,Cypress,90630,166830,300000,73524,33.8205123,-118.0500218
2933,California,Buena Park,90620,78095,81557,26219,33.8534449,-118.0275965
2934,California,Buena Park,90620,102728,300000,56471,33.8529083,-117.9934182
2935,California,Buena Park,90621,57935,52358,41303,33.8686559,-117.9934929
2936,California,Fullerton,92833,82095,65165,57008,33.8849631,-117.9713094
2938,California,Venice,90291,81589,55532,70384,33.9918099,-118.4791483
2939,California,Truckee,96161,38514,17824,45164,39.2475277,-120.0199033
2940,California,Auburn,95603,96948,85325,69531,38.883438,-121.0643371
2941,California,Loomis,95650,122011,300000,74387,38.7673953,-121.1351476
2942,California,Granite Bay,95746,138486,135191,79882,38.7326433,-121.2016664
2943,California,Roseville,95661,64770,54581,57787,38.7389534,-121.2400729
2944,California,Roseville,95661,90681,65980,63674,38.7237694,-121.2543801
2945,California,Roseville,95747,74250,59813,53226,38.7393452,-121.3164942
2946,California,Roseville,95678,109278,104575,57870,38.7837382,-121.2990278
2947,California,Roseville,95747,97382,300000,63616,38.7573511,-121.3225905
2948,California,Roseville,95747,128103,117910,72982,38.7832996,-121.3353191
2949,California,Los Angeles,90056,64852,48399,52217,33.9956333,-118.4203026
2950,California,Rocklin,95677,88083,89894,56268,38.7965217,-121.250877
2951,California,Hayward,94544,62415,51352,48589,37.6385141,-122.038842
2952,California,Loomis,95650,106548,300000,69251,38.8481243,-121.2249758
2953,California,Loomis,95650,66160,300000,36931,38.8284635,-121.199892
2954,California,Rocklin,95765,120750,300000,65698,38.827972,-121.2792
2955,California,Auburn,95603,99832,300000,66598,38.9192661,-121.1180058
2956,California,Meadow Vista,95722,119639,300000,66804,38.9814713,-121.0699559
2957,California,Meadow Vista,95722,89086,74552,69087,39.009987,-121.019603
2958,California,Alta,95701,72930,56088,61959,39.2246574,-120.7182119
2959,California,Roseville,95661,114161,109869,92918,38.7658793,-121.2388448
2960,California,Roseville,95747,135860,300000,58527,38.8007141,-121.331297
2961,California,Playa Vista,90094,110536,90712,80837,33.9665412,-118.4180348
2962,California,Lincoln,95648,61231,52284,44701,38.8715573,-121.2830929
2963,California,Quincy,95971,90629,77931,70278,39.7569427,-120.6672907
2964,California,Greenville,95947,40839,27678,41290,40.0916292,-120.910825
2965,California,Riverside,92501,56215,300000,34129,34.0052804,-117.3666531
2966,California,Riverside,92502,22310,19305,16429,33.9798418,-117.3763659
2967,California,Riverside,92507,58731,61115,40081,33.9685095,-117.3545298
2968,California,Riverside,92506,100620,84009,75750,33.9390841,-117.3713613
2969,California,Riverside,92504,115154,300000,49694,33.9653834,-117.4115762
2970,California,Riverside,92504,54653,47409,35880,33.9518517,-117.4237908
2971,California,Riverside,92506,78933,300000,31150,33.9429753,-117.3825351
2972,California,Los Angeles,90044,48555,34951,47639,33.9200912,-118.2868209
2973,California,Riverside,92504,48369,44781,28933,33.9417307,-117.4200459
2974,California,Riverside,92503,69103,300000,35331,33.9399352,-117.4429741
2975,California,Riverside,92503,57566,49948,38554,33.9268256,-117.448479
2976,California,Riverside,92503,78873,67122,58979,33.9186451,-117.4211712
2977,California,Jurupa Valley,92509,46706,44628,30245,33.9943219,-117.4071313
2978,California,Jurupa Valley,92509,98969,300000,64930,33.9933787,-117.4427918
2979,California,Jurupa Valley,92509,50865,36298,47517,34.0075609,-117.4773621
2980,California,Jurupa Valley,91752,79762,83091,53484,33.9861154,-117.531606
2981,California,Eastvale,92880,113676,103469,64909,33.9608636,-117.5886851
2982,California,Norco,92860,129265,300000,75261,33.9319208,-117.5759903
2983,California,Harbor City,90710,80066,61606,59353,33.8016119,-118.3042086
2984,California,Corona,92880,83752,84979,33424,33.8991933,-117.5770354
2985,California,Riverside,92879,74692,70565,47237,33.8930996,-117.5115316
2986,California,Riverside,92505,52965,39508,46589,33.9264796,-117.5082299
2987,California,Riverside,92505,41942,34845,31455,33.9589888,-117.4977413
2988,California,Riverside,92505,57390,49729,38624,33.9344497,-117.4707309
2989,California,Riverside,92505,91277,83775,51048,33.8922056,-117.4724083
2990,California,Riverside,92505,48075,47287,25708,33.9042089,-117.469161
2991,California,Riverside,92505,41975,27817,39504,33.8857496,-117.5057517
2992,California,Corona,92882,27062,22576,19410,33.8785017,-117.5888243
2993,California,Corona,92882,102062,101080,66006,33.8648894,-117.5910428
2994,California,Harbor City,90710,55585,40757,50066,33.7902748,-118.2975505
2995,California,Corona,92881,51006,45230,39525,33.8557384,-117.5449898
2996,California,Corona,92882,124007,133499,57954,33.8836237,-117.6564424
2997,California,Corona,92881,71358,56467,59073,33.8381856,-117.522205
2998,California,Corona,92882,87923,74422,58453,33.8647762,-117.6207229
2999,California,Corona,92883,97615,300000,70864,33.7812173,-117.409206
3000,California,Riverside,92508,113015,108013,64937,33.8944124,-117.3019318
3001,California,Riverside,92506,91377,70587,66364,33.9418987,-117.3385631
3002,California,Riverside,92507,81010,73440,49095,33.9764795,-117.3168472
3003,California,Riverside,92507,70916,300000,56669,34.0130557,-117.3222235
3004,California,Moreno Valley,92557,49638,42613,33467,33.9438287,-117.2526691
3005,California,San Pedro,90731,100777,95376,62490,33.7616099,-118.2947359
3006,California,Moreno Valley,92557,101725,300000,57677,33.9676198,-117.2544363
3007,California,Moreno Valley,92551,75286,300000,44092,33.883118,-117.2329208
3008,California,Moreno Valley,92553,44715,34921,37775,33.919149,-117.2480601
3009,California,Moreno Valley,92553,30958,24773,21619,33.9354567,-117.2406622
3010,California,Riverside,92502,53975,36679,49659,33.9220397,-117.2272172
3011,California,Moreno Valley,92555,73411,67699,42562,33.9319935,-117.2002245
3012,California,Sun City,92586,45533,38148,28959,33.7141447,-117.2157957
3013,California,Menifee,92584,104652,300000,63467,33.6865495,-117.2552673
3014,California,Menifee,92584,93081,80638,60071,33.6962146,-117.1494297
3015,California,Sun City,92586,78993,67140,49057,33.692413,-117.2255846
3016,California,San Pedro,90732,98651,80845,69942,33.7330809,-118.3084736
3017,California,Menifee,92584,35730,21043,41459,33.7161589,-117.1983059
3018,California,Perris,92570,47207,34108,39921,33.7488769,-117.2517249
3019,California,Lake Elsinore,92530,43147,300000,26487,33.6460838,-117.3105619
3020,California,Corona,92883,90413,81040,52898,33.7167408,-117.4192829
3021,California,Murrieta,92562,46707,42017,29570,33.5651234,-117.1918935
3022,California,Temecula,92591,105931,300000,55236,33.5318881,-117.1188981
3023,California,Murrieta,92562,81262,69407,46452,33.5752583,-117.2137673
3024,California,Winchester,92596,117607,300000,70149,33.6119874,-117.0955381
3025,California,Temecula,92592,104791,95612,55626,33.4712935,-117.0854882
3026,California,Fallbrook,92028,88703,84004,44859,33.4547615,-117.1565563
3027,California,La Crescenta,91214,123819,116071,76381,34.2442558,-118.2325716
3028,California,Temecula,92592,101953,105213,46496,33.4952197,-117.1030729
3029,California,Wildomar,92595,66822,59408,53365,33.6015382,-117.2589383
3030,California,Wildomar,92595,61225,54797,40542,33.6278555,-117.2176992
3031,California,Hemet,92544,77343,57751,58096,33.6817006,-116.8892587
3032,California,Hemet,92543,45372,41268,33640,33.751115,-116.9504264
3033,California,Hemet,92544,67075,53344,54074,33.7331931,-116.9389808
3034,California,Hemet,92543,36454,29624,31386,33.7372831,-116.9686965
3035,California,Hemet,92545,56766,43112,46765,33.7539134,-117.0203384
3036,California,San Jacinto,92583,25807,300000,14028,33.7611982,-116.9425027
3037,California,San Jacinto,92583,40540,28547,37227,33.7834484,-116.9530305
3038,California,Glendale,91208,146051,151004,78791,34.1691959,-118.2102837
3039,California,Yucaipa,92399,61360,47516,42977,33.9948653,-117.0457827
3040,California,Beaumont,92223,47578,33370,41910,33.9837342,-117.0032354
3041,California,Beaumont,92223,63691,58442,45429,33.9374598,-116.9602294
3042,California,Banning,92220,28743,25825,23094,33.9266791,-116.8942771
3043,California,Anza,92539,67770,300000,41258,33.6096837,-116.7224654
3044,California,Thousand Palms,92276,43007,31615,37935,33.8211956,-116.3874271
3045,California,Desert Hot Springs,92240,60723,54676,36277,33.9732868,-116.4887516
3046,California,Palm Springs,92262,56726,42809,44909,33.8540687,-116.5205082
3047,California,Palm Springs,92264,48966,26255,55994,33.812654,-116.5369599
3048,California,Cathedral City,92234,94360,73508,73588,33.7942301,-116.449391
3049,California,Glendale,91201,84062,71868,61694,34.1752478,-118.2869319
3050,California,Palm Desert,92260,91775,300000,47617,33.7653336,-116.3648178
3051,California,Cathedral City,92234,45067,22621,43239,33.819638,-116.4690836
3052,California,Cathedral City,92234,25822,18400,22244,33.7750205,-116.4698341
3053,California,La Quinta,92253,61407,45566,45915,33.6549641,-116.3122385
3054,California,Palm Desert,92260,47620,35134,47716,33.7348325,-116.3868788
3055,California,Palm Desert,92260,134460,150819,73124,33.7257344,-116.3498865
3056,California,Indio,92201,65839,54225,44994,33.7142853,-116.2596224
3057,California,Indio,92201,55476,52003,36765,33.7289861,-116.2476921
3058,California,Bermuda Dunes,92203,66894,53490,59475,33.7491593,-116.2890686
3059,California,Indio,92201,58371,46523,45755,33.7069847,-116.22611
3060,California,Glendale,91205,46371,31783,41194,34.1487828,-118.2439771
3061,California,Thermal,92274,75619,50524,67535,33.5353408,-116.1440897
3062,California,San Lorenzo,94580,91357,77755,57922,37.6691777,-122.1375217
3063,California,Coachella,92236,45109,31701,39019,33.662898,-116.1700591
3064,California,Blythe,92225,36039,27831,25499,33.6142234,-114.5838963
3065,California,Lake Elsinore,92530,52687,44606,39792,33.6478677,-117.358069
3066,California,Riverside,92507,24091,14613,24078,33.9709274,-117.333312
3067,California,Moreno Valley,92553,64572,57901,43850,33.9283078,-117.2132757
3068,California,Corona,92881,114136,300000,59789,33.8282363,-117.5567013
3069,California,Moreno Valley,92551,66686,53649,49678,33.900986,-117.2130878
3070,California,Indio,92201,61724,48329,57165,33.7597059,-116.2675266
3071,California,Murrieta,92562,65385,61482,39844,33.546201,-117.1978916
3072,California,Glendale,91205,47098,35615,39844,34.1376048,-118.2473422
3073,California,Murrieta,92563,80362,55328,64056,33.5490164,-117.1625551
3074,California,Murrieta,92563,97283,300000,62167,33.6184077,-117.1520599
3075,California,San Jacinto,92583,64054,61490,43941,33.8238592,-116.9542225
3076,California,Palm Springs,92264,114400,88275,85488,33.7649103,-116.5735745
3077,California,Palm Springs,92264,29450,17966,31980,33.7958439,-116.4870255
3078,California,Palm Springs,92262,69706,52698,60061,33.8231245,-116.5369013
3079,California,Sacramento,95819,117240,300000,68046,38.5740594,-121.440758
3080,California,Sacramento,95814,53991,41258,48589,38.5834331,-121.4823108
3081,California,Sacramento,95818,45158,29962,44144,38.5716422,-121.4870807
3082,California,Sacramento,95816,153524,173613,79894,38.5674597,-121.4593774
3083,California,Burbank,91504,64896,53003,48606,34.1936346,-118.3272405
3084,California,Sacramento,95820,82563,69823,60028,38.5519098,-121.4417291
3085,California,Oakland,94606,45181,28713,46476,38.5618891,-121.4773744
3086,California,Sacramento,95818,54821,45170,54479,38.5620161,-121.5067562
3087,California,Sacramento,95818,141123,300000,76742,38.5455452,-121.4812453
3088,California,Sacramento,95817,29417,21869,19125,38.5429371,-121.4582463
3089,California,Sacramento,95820,66546,300000,38846,38.5358637,-121.4295972
3090,California,Sacramento,95824,49996,43411,34539,38.518459,-121.4335116
3091,California,Sacramento,95831,67868,51983,62787,38.5121908,-121.5088949
3092,California,Sacramento,95820,34061,22217,33783,38.5336237,-121.4693182
3093,California,Sacramento,95831,63418,48380,59485,38.4996777,-121.511658
3094,California,Burbank,91505,89359,78583,66924,34.1741462,-118.3431013
3095,California,Sacramento,95831,57395,40653,50238,38.5072046,-121.5248769
3096,California,Sacramento,95831,69654,61033,52497,38.4876901,-121.5206821
3097,California,Sacramento,95822,45255,36012,38588,38.4887495,-121.4990252
3098,California,Sacramento,95832,61611,52741,41388,38.4761513,-121.4873526
3099,California,Sacramento,95823,46084,41337,32052,38.5025521,-121.4629263
3100,California,Sacramento,95824,41517,28020,33917,38.5176604,-121.4600558
3101,California,Sacramento,95828,55543,300000,34315,38.4995505,-121.4190445
3102,California,Sacramento,95823,52684,44546,35889,38.4780464,-121.4583035
3103,California,Sacramento,95826,50159,42290,39492,38.4891674,-121.383137
3104,California,Sacramento,95826,90868,300000,44680,38.5497903,-121.3854151
3105,California,San Fernando,91340,74791,63163,53962,34.2897466,-118.4345092
3106,California,Sacramento,95864,158746,300000,81507,38.5698188,-121.3915944
3107,California,Sacramento,95825,34884,25841,23890,38.5926289,-121.4107461
3108,California,Sacramento,95825,65141,300000,50905,38.6032015,-121.3922066
3109,California,Sacramento,95821,81904,74035,51305,38.6029899,-121.3737749
3110,California,Carmichael,95608,92640,300000,52944,38.6027461,-121.355268
3111,California,Carmichael,95608,33630,29625,34468,38.6137442,-121.3506355
3112,California,Sacramento,95821,67003,57505,55507,38.6158347,-121.3737809
3113,California,Sacramento,95825,41529,29592,43324,38.6142373,-121.392239
3114,California,Sacramento,95815,43767,28662,41817,38.6225203,-121.4292379
3115,California,Sacramento,95838,24774,13683,22508,38.6441696,-121.4385656
3116,California,Glendora,91741,130841,120271,79983,34.1533991,-117.8290128
3117,California,Sacramento,95838,74058,67934,52547,38.6484319,-121.460413
3118,California,Sacramento,95815,25717,12106,38649,38.6174056,-121.4564773
3119,California,Sacramento,95834,64676,57103,39285,38.6327983,-121.4898006
3120,California,Sacramento,95834,55555,48644,33700,38.6170872,-121.5081768
3121,California,Sacramento,95834,58120,38812,51736,38.6488995,-121.5512924
3122,California,Sacramento,95833,77553,72018,49719,38.6086352,-121.5330236
3123,California,Sacramento,95835,62760,51270,38543,38.678157,-121.5009859
3124,California,Rio Linda,95673,49023,36915,41588,38.6830453,-121.4245886
3125,California,Rio Linda,95673,59065,46651,46132,38.6838883,-121.4661875
3126,California,North Highlands,95660,33726,18511,31321,38.6869533,-121.3791846
3127,California,Glendora,91740,66572,55075,50803,34.1310435,-117.866662
3128,California,North Highlands,95660,51533,46154,35534,38.6881636,-121.3583148
3129,California,Sacramento,95843,88099,79340,54199,38.7155123,-121.3347764
3130,California,Antelope,95843,60935,300000,35689,38.707515,-121.37028
3131,California,Antelope,95843,85143,69664,61408,38.7222559,-121.3876534
3132,California,Sacramento,95841,33902,29916,21347,38.668659,-121.3442773
3133,California,Carmichael,95608,66071,45330,64527,38.648392,-121.3352428
3134,California,Carmichael,95608,66586,39247,58098,38.6172556,-121.3373166
3135,California,Carmichael,95608,54773,37664,55920,38.6170254,-121.3125679
3136,California,Fair Oaks,95628,85381,78833,48184,38.656309,-121.3002417
3137,California,Fair Oaks,95628,123125,300000,79016,38.6490292,-121.2391074
3138,California,San Dimas,91773,79658,69004,53326,34.1060815,-117.7639908
3139,California,Fair Oaks,95628,113595,107292,78834,38.643865,-121.2584098
3140,California,Citrus Heights,95621,51458,53549,32209,38.7127907,-121.2970596
3141,California,Orangevale,95662,42698,40800,23679,38.6894179,-121.2669975
3142,California,Citrus Heights,95621,61345,52507,40368,38.7123427,-121.3175766
3143,California,Citrus Heights,95621,58470,45764,59146,38.6817547,-121.3261844
3144,California,Citrus Heights,95621,38438,300000,25181,38.6826785,-121.3077787
3145,California,Citrus Heights,95610,34378,24780,29109,38.6711,-121.2669754
3146,California,Citrus Heights,95610,65320,46120,59286,38.702848,-121.282751
3147,California,Orangevale,95662,73224,300000,57169,38.6916716,-121.248691
3148,California,Orangevale,95662,63649,49810,54421,38.6652033,-121.2010755
3149,California,Pomona,91767,67416,55458,49681,34.0860495,-117.7337466
3150,California,Folsom,95630,69319,53043,59708,38.7028284,-121.173807
3151,California,Folsom,95630,63901,43628,46524,38.6767295,-121.1744201
3152,California,Folsom,95630,104446,300000,70994,38.6632674,-121.1454813
3153,California,Folsom,95630,132735,135793,62426,38.6654891,-121.1202103
3154,California,Gold River,95670,143292,300000,72358,38.6306876,-121.2455336
3155,California,Mather,95655,106418,100588,62423,38.5492278,-121.2785982
3156,California,Rancho Cordova,95670,31127,24502,22138,38.6063736,-121.2771388
3157,California,Rancho Cordova,95670,56455,30674,51492,38.6070496,-121.304405
3158,California,Rancho Cordova,95670,46122,41902,26836,38.5764162,-121.3037256
3159,California,Sacramento,95827,67746,56924,49057,38.5548132,-121.3408051
3160,California,Pomona,91768,54361,39614,43479,34.0670404,-117.7827824
3161,California,Sacramento,95826,85132,300000,47612,38.5505795,-121.3548712
3162,California,Sacramento,95826,41234,36807,26562,38.5419331,-121.3639394
3163,California,Elk Grove,95624,79879,62953,56741,38.4166717,-121.3819931
3164,California,Sacramento,95829,75713,73611,45744,38.472881,-121.3529406
3165,California,Sacramento,95828,89111,300000,60979,38.4645471,-121.3784574
3166,California,Sacramento,95828,81363,74965,57687,38.4601607,-121.3889396
3167,California,Sacramento,95829,106130,300000,56899,38.4655654,-121.2914003
3168,California,Elk Grove,95624,124837,106878,66365,38.416349,-121.3439364
3169,California,Galt,95632,77828,70105,44171,38.2826336,-121.2877759
3170,California,Galt,95632,60378,47231,45134,38.2719695,-121.3082738
3171,California,Pomona,91766,49352,43057,33243,34.0483607,-117.7322415
3172,California,Sacramento,95823,49068,26242,56075,38.4477121,-121.4161734
3173,California,Hayward,94540,69965,61541,52410,37.6535732,-122.0944503
3174,California,Elk Grove,95758,92016,300000,54696,38.4158537,-121.412217
3175,California,Elk Grove,95758,84869,300000,64679,38.4170956,-121.4252454
3176,California,Elk Grove,95758,97373,89703,68410,38.4113937,-121.4672586
3177,California,Elk Grove,95757,94290,87588,72519,38.4014918,-121.4255366
3178,California,Elk Grove,95757,89030,77572,42844,38.4013466,-121.4434549
3179,California,Elk Grove,95758,53555,43009,52638,38.4298959,-121.4080981
3180,California,Hollister,95023,96477,300000,54492,36.9011737,-121.3587465
3181,California,Hollister,95023,60653,42332,51058,36.8617345,-121.4226918
3182,California,Hollister,95023,87457,300000,43476,36.8531984,-121.3840211
3183,California,Diamond Bar,91765,94162,85317,64410,34.0317744,-117.7984846
3184,California,Hollister,95023,94471,300000,77458,36.8305526,-121.4128378
3185,California,Chino,91710,63196,56359,48780,34.0155706,-117.752422
3186,California,Chino,91710,87926,78204,46970,33.9714129,-117.7402927
3187,California,Chino Hills,91709,59836,46521,46834,33.9707113,-117.7041071
3188,California,Chino,91710,85790,85534,54470,33.9779813,-117.7591574
3189,California,Montclair,91763,51202,45568,37980,34.0801578,-117.6870214
3190,California,Montclair,91762,49176,40747,42242,34.063215,-117.6996325
3191,California,Chino,91710,99934,300000,57592,34.0150788,-117.7236934
3192,California,Chino,91710,91028,93092,60625,34.0262054,-117.7068103
3193,California,Chino,91710,55560,300000,37707,34.0227451,-117.6828193
3194,California,Walnut,91789,92414,77345,65548,34.0082843,-117.8649253
3195,California,Upland,91786,57144,43787,42110,34.1124237,-117.6396061
3196,California,Upland,91784,121025,300000,69066,34.141776,-117.6602406
3197,California,Upland,91786,91207,84350,52510,34.1142493,-117.6606628
3198,California,Upland,91786,51125,31957,51210,34.1008082,-117.6718364
3199,California,Upland,91786,87385,300000,50132,34.0917427,-117.6605421
3200,California,Ontario,91764,56072,44939,47650,34.0904596,-117.6425122
3201,California,Ontario,91762,70738,60188,55552,34.0789691,-117.6560801
3202,California,Ontario,91764,56963,50610,36008,34.0845072,-117.62795
3203,California,Ontario,91764,59739,56261,44598,34.078078,-117.6369009
3204,California,Ontario,91764,55193,54782,33417,34.0672615,-117.6409852
3205,California,Covina,91724,103756,95818,61158,34.0914898,-117.8557417
3206,California,Ontario,91762,56556,42151,46025,34.0448163,-117.6753207
3207,California,Ontario,91762,52520,300000,29087,34.0526203,-117.6610837
3208,California,Chino,91710,89542,300000,53744,34.0249243,-117.6305659
3209,California,Ontario,91761,50543,43681,40481,34.0429009,-117.6469663
3210,California,Chino,91710,96650,90279,44852,34.0085229,-117.6258794
3211,California,Alta Loma,91701,54436,34071,55710,34.138221,-117.6072895
3212,California,Alta Loma,91737,117092,103805,69168,34.1433079,-117.5845688
3213,California,Alta Loma,91701,75956,68113,47097,34.1294228,-117.5930105
3214,California,Alta Loma,91701,129623,133574,61487,34.1309473,-117.5671177
3215,California,Rancho Cucamonga,91730,103038,85634,64940,34.1202031,-117.5626734
3216,California,Azusa,91702,49066,39371,36736,34.1265873,-117.8953117
3217,California,Rancho Cucamonga,91730,60823,39117,61444,34.1030228,-117.6080465
3218,California,Rancho Cucamonga,91730,58550,52503,41046,34.0907982,-117.5668156
3219,California,Fontana,92336,93684,300000,53375,34.1251086,-117.4426859
3220,California,Fontana,92336,66187,300000,31994,34.1139657,-117.4711132
3221,California,Fontana,92335,46656,38447,37658,34.0956686,-117.4624252
3222,California,Fontana,92335,67347,55854,43697,34.077528,-117.462458
