State_Name,City,Zip_Code,Mean,Median,Stdev,Lat,Lon
Alabama,Perdido,36562,55216,43407,52450,31.1104762,-87.7868713
Alabama,Bay Minette,36507,36474,24377,31702,30.8969612,-87.7737368
Alabama,Daphne,36526,107603,97539,63498,30.6478335,-87.8437739
Alabama,Loxley,36551,50583,41882,37860,30.6114771,-87.7725676
Alabama,Robertsdale,36567,69996,300000,37937,30.5641292,-87.6870074
Alabama,Clanton,35045,56638,41768,48428,32.8695805,-86.6588881
Alabama,Fairhope,36532,67864,52050,64026,30.5408065,-87.891618
Alabama,Foley,36535,71445,58784,51329,30.3802759,-87.7703177
Alabama,Gulf Shores,36547,65583,300000,59906,30.2696285,-87.637277
Alabama,Pensacola,32506,57395,46769,46123,30.4111645,-87.4511185
Alabama,Clayton,36016,56947,45615,47083,31.6794432,-85.5577196
Alabama,Eufaula,36027,43222,26304,47072,31.92041,-85.1757409
Alabama,Brent,35034,67555,54574,61374,32.9533249,-87.0043466
Alabama,Oneonta,35121,34855,32407,21562,33.8723927,-86.4590322
Alabama,Gilbertown,36908,53998,39956,48887,31.9275928,-88.3326295
Alabama,Blountsville,35031,47717,30660,46395,34.0336235,-86.6373178
Alabama,Hayden,35079,58684,47284,39926,33.9036637,-86.7813122
Alabama,Union Springs,36089,30765,25206,26768,32.0821273,-85.8274935
Alabama,Greenville,36037,30564,21911,23037,31.7968287,-86.6541421
Alabama,Mckenzie,36456,36333,27877,29844,31.575083,-86.6086952
Alabama,Anniston,36201,27581,15743,28241,33.6421021,-85.8410233
Alabama,Anniston,36207,55336,41259,45442,33.6345617,-85.7901308
Alabama,Oxford,36203,54371,46871,46868,33.6111325,-85.8764727
Alabama,Jacksonville,36265,46650,41809,29011,33.7661796,-85.7864612
Alabama,Jackson,36545,40352,30601,39286,31.3573817,-87.8407503
Alabama,Piedmont,36272,35282,27332,29556,33.8952637,-85.5983598
Alabama,Alexandria,36250,72487,64034,45909,33.7837754,-85.9002899
Alabama,Lafayette,36862,45966,300000,34017,32.8660782,-85.4616055
Alabama,Sand Rock,35983,57239,43170,47243,34.1991534,-85.7578347
Alabama,Spring Garden,36275,51542,300000,60348,34.0861716,-85.5068892
Alabama,Jack,36346,47550,35327,39518,31.5375844,-85.8984006
Alabama,Jemison,35085,40648,33316,32761,32.9910458,-86.8010803
Alabama,Verbena,36091,67265,46110,59481,32.7592425,-86.5260002
Alabama,Butler,36904,55952,40705,54619,32.0656633,-88.2128479
Alabama,Thomasville,36784,40451,36477,28494,31.7929013,-87.6425154
Alabama,Grove Hill,36451,50714,38228,55570,31.6170174,-87.6979772
Alabama,Ashland,36251,44628,35064,33198,33.1785156,-85.7815679
Alabama,Heflin,36264,31459,25199,32837,33.6989979,-85.5727972
Alabama,Kinston,36453,46792,30746,46019,31.2721909,-86.1506243
Alabama,Enterprise,36330,88951,84211,56279,31.3627415,-85.8358304
Alabama,Sheffield,35660,51659,42586,39138,34.7708294,-87.6799629
Alabama,Tuscumbia,35674,46357,300000,26728,34.7403319,-87.7337767
Alabama,Muscle Shoals,35662,72532,65185,55384,34.7242107,-87.6264192
Alabama,Leighton,35646,51460,38525,36757,34.774634,-87.5053473
Alabama,Castleberry,36432,31633,28982,24289,31.3411108,-87.0387457
Alabama,Luverne,36049,40683,28886,35812,31.7244285,-86.3608435
Alabama,Baileyton,35019,61900,65528,43897,34.2616429,-86.5683185
Alabama,Vinemont,35179,53673,39630,49847,34.2715006,-86.8345066
Alabama,Cullman,35055,63213,300000,38851,34.1565069,-86.8940425
Alabama,Garden City,35070,43726,28444,38686,33.9980493,-86.7870516
Alabama,Ft Rucker,36362,68310,59974,38238,31.4097368,-85.7458071
Alabama,Evergreen,36401,34206,16878,39063,31.4626914,-86.9984985
Alabama,Ozark,36360,65625,49674,60856,31.4833011,-85.6497139
Alabama,Daleville,36322,58239,61815,49004,31.3021556,-85.7056542
Alabama,Midland City,36350,42703,33772,31328,31.3374977,-85.4657416
Alabama,Selma,36703,65458,45588,47564,32.5526588,-87.0352646
Alabama,Selma,36701,23614,15982,20480,32.4157042,-87.0280529
Alabama,Orrville,36767,30567,20489,27688,32.3256691,-87.2191795
Alabama,Rainsville,36986,47226,37458,34391,34.5326223,-85.8630796
Alabama,Fyffe,35971,41338,40569,19063,34.4340842,-85.9687233
Alabama,Crossville,35962,50821,54135,34788,34.2571822,-86.025488
Alabama,Ft Payne,35967,46422,40662,30381,34.3660315,-85.6964687
Alabama,Eclectic,36024,51818,50579,30368,32.6328834,-86.0345965
Alabama,Wetumpka,36092,81059,49903,70277,32.5201384,-86.1722101
Alabama,Millbrook,36054,57221,48383,41222,32.4977055,-86.3883595
Alabama,Atmore,36504,31072,23243,22228,31.0717073,-87.4897027
Alabama,Highland Home,36041,51077,47797,40234,31.949642,-86.3651124
Alabama,Gadsden,35904,32898,19505,32387,34.0003469,-86.0427603
Alabama,Rainbow City,35906,50735,39380,40435,33.9640619,-86.041835
Alabama,Glencoe,35905,55639,300000,47971,33.918413,-85.9183325
Alabama,Fayette,35555,40956,28972,44086,33.7012455,-87.8909439
Alabama,Berry,35546,54116,32380,54325,33.6476543,-87.6143541
Alabama,Russellville,35653,78787,48388,70841,34.5125993,-87.7533372
Alabama,Vina,35593,37300,300000,28404,34.4392881,-88.0399565
Alabama,Samson,36477,37651,27315,36312,31.0847817,-86.0861751
Alabama,Slocomb,36375,53395,42052,42981,31.0860719,-85.5280322
Alabama,Fort Gaines,39851,47014,41328,37305,31.6127173,-85.1367411
Alabama,Newton,36352,69416,53258,59746,31.2347868,-85.5932271
Alabama,Dothan,36303,58553,45033,42907,31.2531951,-85.4134185
Alabama,Dothan,36301,57312,45442,44993,31.2200822,-85.4193412
Alabama,Webb,36376,49175,37902,46107,31.268835,-85.2759901
Alabama,Ashford,36312,54235,42227,43566,31.1644974,-85.24685
Alabama,Higdon,35979,77322,45128,78600,34.8513417,-85.7000137
Alabama,Stevenson,35772,31235,21391,27591,34.8863961,-85.9296764
Alabama,Scottsboro,35768,50287,42093,36400,34.7615314,-86.0476196
Alabama,Birmingham,35212,38145,28550,35605,33.5428209,-86.752434
Alabama,Birmingham,35214,18832,16684,11537,33.5423337,-86.8765161
Alabama,Birmingham,35204,29489,29052,15838,33.5261497,-86.8351469
Alabama,Birmingham,35202,25675,12611,26789,33.5260747,-86.7830317
Alabama,Birmingham,35218,68538,43322,63552,33.5059585,-86.8745531
Alabama,Birmingham,35208,34319,30412,30305,33.4847637,-86.8981396
Alabama,Birmingham,35211,30472,14309,46679,33.4859451,-86.8696926
Alabama,Birmingham,35222,51831,34771,48141,33.5108808,-86.7744712
Alabama,Birmingham,35205,28327,23929,18744,33.4866689,-86.8173266
Alabama,Birmingham,35213,46565,37262,45317,33.5206824,-86.7260226
Alabama,Homewood,35209,28720,26633,21802,33.4775177,-86.8149403
Alabama,Birmingham,35215,45016,46009,26218,33.6222102,-86.6790265
Alabama,Hueytown,35023,52337,37992,49456,33.4525316,-87.0036566
Alabama,Bessemer,35020,47506,46585,32547,33.4009536,-86.9632652
Alabama,Silverhill,36576,53701,44265,42398,30.5345606,-87.7548736
Alabama,Tarrant,35217,18813,17037,13371,33.5796117,-86.7705036
Alabama,Trussville,35173,70449,63764,60898,33.6062979,-86.5848428
Alabama,Birmingham,35220,68096,66689,38318,33.6691522,-86.6511913
Alabama,Kimberly,35091,80998,70230,58272,33.7826093,-86.7857118
Alabama,Mount Olive,35117,74951,65918,49663,33.6819146,-86.9203958
Alabama,Gardendale,35071,51319,42982,33344,33.6758356,-86.7966575
Alabama,Graysville,35073,54763,47866,30405,33.6350049,-86.9946308
Alabama,Pleasant Grove,35127,90511,73076,57912,33.4820282,-86.9862506
Alabama,Adamsville,35005,53383,47460,34172,33.5764455,-86.9673879
Alabama,Birmingham,35206,40281,24797,43647,33.5657458,-86.6703475
Alabama,Vestavia Hills,35243,95153,85431,61817,33.4582894,-86.7384274
Alabama,Vestavia Hills,35216,79077,39607,80856,33.4205046,-86.7859249
Alabama,Birmingham,35221,31871,21950,27401,33.4480924,-86.8892598
Alabama,Mccalla,35111,90324,88210,53865,33.2874081,-87.0030024
Alabama,Prattville,36066,54523,41056,42264,32.449186,-86.3730508
Alabama,Hoover,35226,128915,300000,84788,33.4013174,-86.8279736
Alabama,Vernon,35592,48082,14259,58691,33.766138,-88.0979273
Alabama,Florence,35630,28404,25315,18845,34.8103953,-87.6709633
Alabama,Florence,35633,58520,53758,32706,34.9480952,-87.7848039
Alabama,Florence,35634,65375,49876,45702,34.9295054,-87.63545
Alabama,Killen,35645,85950,62159,60426,34.8504713,-87.4793577
Alabama,Rogersville,35652,53050,39930,53937,34.8122679,-87.3043693
Alabama,Town Creek,35672,49453,30636,36144,34.5666247,-87.418451
Alabama,Trinity,35673,50558,35481,47100,34.57105,-87.2129882
Alabama,Mt Hope,35651,49474,34122,46748,34.4039525,-87.4562458
Alabama,Salem,36874,56743,51524,41271,32.5985333,-85.1564072
Alabama,Athens,35613,84102,78280,48448,34.8681621,-86.8659585
Alabama,Elkmont,35620,52624,47441,40626,34.9326041,-86.9769708
Alabama,Athens,35611,43849,30742,37222,34.8025463,-86.9899793
Alabama,Madison,35758,101327,85287,71138,34.6474493,-86.8534466
Alabama,Fort Deposit,36032,63560,52781,51846,32.0180975,-86.6009099
Alabama,Tuskegee Institute,36088,50328,36023,42007,32.4628483,-85.7815478
Alabama,Shorter,36075,43995,35431,36578,32.3575498,-85.8947986
Alabama,Huntsville,35810,47407,33659,47264,34.7832877,-86.5893471
Alabama,Huntsville,35811,53441,30532,51596,34.7422454,-86.5731181
Alabama,Huntsville,35806,49178,42703,35945,34.7227438,-86.6787178
Alabama,Huntsville,35801,93252,88860,53694,34.7351055,-86.5436849
Alabama,Huntsville,35816,23273,20863,16217,34.7175673,-86.6067012
Alabama,Huntsville,35805,37494,22507,45377,34.6875967,-86.6143778
Alabama,Huntsville,35502,77007,300000,46110,34.6915398,-86.5750836
Alabama,Huntsville,35803,79876,75064,48133,34.6050882,-86.5713234
Alabama,New Market,35761,64802,63617,40696,34.917897,-86.3494794
Alabama,Harvest,35749,80729,69225,55309,34.7912574,-86.7652283
Alabama,Owens Cross Roads,35763,65716,49914,49851,34.5605701,-86.4793214
Alabama,Linden,36748,32346,20988,33541,32.2755299,-87.8084087
Alabama,Dixons Mills,36736,48416,30152,50464,32.0620795,-87.7277351
Alabama,Hamilton,35570,50049,32935,57865,34.1982117,-87.949109
Alabama,Grant,35747,55987,38909,44664,34.5246512,-86.2046333
Alabama,Union Grove,35175,62677,51925,44841,34.4178011,-86.463898
Alabama,Arab,35016,58478,300000,38954,34.3314599,-86.4419583
Alabama,Guntersville,35976,55796,36870,49992,34.3505036,-86.2555798
Alabama,Albertville,35951,61634,300000,46009,34.2684564,-86.1499051
Alabama,Albertville,35950,32765,20717,29509,34.2558623,-86.2776418
Alabama,Eutaw,35462,30928,20746,31024,32.9585581,-88.0510053
Alabama,Boaz,35957,77080,60413,61358,34.211084,-86.1353109
Alabama,Mobile,36617,23700,16804,25449,30.711631,-88.0763917
Alabama,Mobile,36604,46053,32056,45729,30.6779766,-88.060697
Alabama,Mobile,36605,36931,34077,25961,30.668198,-88.0769678
Alabama,Mobile,36693,57689,54763,42667,30.6453523,-88.1427778
Alabama,Abbeville,36310,40518,25216,39126,31.564689,-85.2591239
Alabama,Mobile,36609,35468,14533,41837,30.6610364,-88.1416111
Alabama,Mobile,36618,49698,43324,43669,30.7140322,-88.1460227
Alabama,Mobile,36608,108483,300000,78388,30.6858694,-88.1588421
Alabama,Orange Beach,36561,86000,66868,64338,30.3005856,-87.5417985
Alabama,Whistler,36613,24218,16243,23567,30.7503663,-88.1166709
Alabama,Saraland,36571,43803,300000,28268,30.8245364,-88.0784836
Alabama,Mount Vernon,36560,48595,41530,38304,31.0707011,-88.0654398
Alabama,Wilmer,36587,58182,48215,45160,30.8819066,-88.2158005
Alabama,Semmes,36575,66912,55680,49569,30.7536706,-88.2468888
Alabama,Mobile,36695,98744,92467,69504,30.6628949,-88.213545
Alabama,Grand Bay,36541,35313,25328,25644,30.5565858,-88.3414467
Alabama,Irvington,36544,51099,39571,34541,30.5154023,-88.2381941
Alabama,Monroeville,36461,65025,48748,51291,31.5314913,-87.468258
Alabama,Uriah,36480,33553,22348,28976,31.3250054,-87.5991274
Alabama,Montgomery,36107,32307,33114,22159,32.3972125,-86.2846517
Alabama,Montgmomery,36109,52473,51602,39175,32.3635327,-86.308144
Alabama,Montgomery,36108,14023,11494,10200,32.3613688,-86.3289447
Alabama,Montgomery,36106,51585,39275,43379,32.3612257,-86.2834307
Alabama,Montgomery,36111,43562,31912,41835,32.3408795,-86.271527
Alabama,Montgomery,36105,33530,29294,19200,32.3356125,-86.3078025
Alabama,Princeton,35766,45068,36873,39979,34.8787834,-86.2279366
Alabama,Montgomery,36116,49593,54777,24162,32.3061941,-86.2681672
Alabama,Montgomery,36110,69004,300000,41886,32.4484229,-86.2496859
Alabama,Montgomery,36117,135664,125792,75085,32.353685,-86.16183
Alabama,Pike Road,36064,99568,99257,51364,32.3507685,-86.0979514
Alabama,Hope Hull,36043,48871,21249,51652,32.198998,-86.3443832
Alabama,Decatur,35601,65126,49578,55681,34.5712507,-86.9706149
Alabama,Decatur,35603,50662,41789,38782,34.5167777,-86.9711349
Alabama,Hartselle,35640,78301,57511,63529,34.4937594,-86.9171854
Alabama,Somerville,35670,45167,41084,30061,34.4805794,-86.7691975
Alabama,Marion,36756,47317,300000,32269,32.7209723,-87.3956331
Alabama,Gordo,35466,52298,29581,54192,33.3973636,-87.8929221
Alabama,Troy,36081,55440,39745,48155,31.8646421,-86.103939
Alabama,Wedowee,36278,44124,40935,29087,33.4264515,-85.5226826
Alabama,Roanoke,36274,56777,49691,42143,33.2143355,-85.3592685
Alabama,Phenix City,36870,47470,34531,41869,32.4815891,-85.0367586
Alabama,Phenix City,36868,30365,24661,29060,32.436776,-85.0748664
Alabama,Pell City,35128,65548,54496,51644,33.5644016,-86.2404965
Alabama,Ashville,35953,55128,44569,47377,33.8613957,-86.1939665
Alabama,Pelham,35124,61447,300000,33919,33.3206714,-86.7920551
Alabama,Alabaster,35007,47515,38790,35105,33.2535295,-86.8084054
Alabama,Montevallo,35115,67471,61618,58096,33.1051532,-86.8316133
Alabama,Wilsonville,35186,67015,54838,56605,33.2789886,-86.500775
Alabama,Childersburg,35044,20842,13928,18610,33.2597282,-86.3714709
Alabama,Alexander City,35010,40286,31306,39643,32.9486832,-85.9841238
Alabama,Buhl,35446,51913,45486,32933,33.2005768,-87.7377348
Alabama,Brookwood,35444,54986,43725,44263,33.3241425,-87.3313594
Alabama,Cottondale,35453,58765,51483,35724,33.1420294,-87.3825437
Alabama,Birmingham,35235,53410,44414,41526,33.596713,-86.6763136
Alabama,Tuscaloosa,35405,31061,24484,31856,33.1932756,-87.5832845
Alabama,Jasper,35503,69796,54429,49212,33.8786756,-87.3033145
Alabama,Jasper,35504,48437,35721,39976,33.8698205,-87.18725
Alabama,Oakman,35579,49334,32579,42545,33.666598,-87.3615093
Alabama,Cordova,35550,51500,46017,40239,33.7269845,-87.1886153
Alabama,Sipsey,35584,45265,31524,44482,33.8481176,-87.0365448
Alabama,Leroy,36548,45381,28999,34110,31.4174426,-88.0504262
Alabama,Camden,36726,28710,18681,35235,32.012374,-87.2921068
Alabama,Pine Apple,36768,31636,23205,25782,31.8936393,-87.1386589
Alabama,Double Springs,35553,39763,36936,22304,34.1268793,-87.3831356
Alabama,Haleyville,35565,36736,20436,42108,34.1936265,-87.5492688
Alabama,Leeds,35094,42947,32289,42160,33.5565279,-86.5621484
Alabama,Irondale,35210,62219,44282,57897,33.5445586,-86.6466397
Alabama,Midfield,35228,30586,27480,24560,33.4412981,-86.9424457
Alabama,Opelika,36804,55067,39086,47067,32.4970769,-85.4025028
Alabama,Hayneville,36040,26622,17354,27609,32.0922981,-86.7776904
Alabama,Tuskegee,36083,36412,28544,32135,32.426005,-85.6917046
Alabama,Remlap,35133,54667,46471,36483,33.8405764,-86.6350183
Alabama,Huntsville,35802,94067,80758,59507,34.6536811,-86.5262716
Alabama,Winfield,35594,56133,38275,54098,33.9577593,-87.7518284
Alabama,Mobile,36603,22203,15085,19617,30.6993359,-88.0591706
Alabama,Mobile,36607,28217,20142,24349,30.6950269,-88.1140906
Alabama,Prichard,36610,25820,19718,25437,30.7432485,-88.081799
Alabama,Ramer,36069,46816,32820,39885,32.0637351,-86.0722109
Alabama,Phenix City,36869,39045,30117,32894,32.4323882,-85.0346206
Alaska,Alakanuk,99554,40008,33347,32543,62.71116,-164.644712
Alaska,Anderson,99744,93374,300000,43837,64.308281,-149.163187
Alaska,Barrow,99723,94285,78124,70054,71.2535,-156.800072
Alaska,Buckland,99727,63175,59795,43206,65.975886,-161.138732
Alaska,Chevak,99563,51011,41718,37096,61.531066,-165.597199
Alaska,Chuathbaluk,99557,48313,44853,38154,61.575539,-159.24707
Alaska,Copper Center,99573,57085,38571,51848,61.984549,-145.354343
Alaska,Dillingham,99576,79728,62878,60850,59.060472,-158.532223
Alaska,Eielson Afb,99702,68267,56650,41914,64.6733,-147.059464
Alaska,False Pass,99583,71796,300000,48301,54.872441,-163.334268
Alaska,Homer,99603,76885,59124,54835,59.894505,-151.007044
Alaska,Fairbanks,99709,97802,300000,65155,64.951999,-147.970602
Alaska,Healy,99743,95667,91135,57327,63.959632,-148.970842
Alaska,Hughes,99745,47031,33763,37726,66.044722,-154.237175
Alaska,Kaktovik,99747,62545,45810,43599,70.121285,-143.627752
Alaska,Kiana,99749,58463,41209,52139,66.971322,-160.437625
Alaska,Kodiak,99615,74363,60544,56650,57.792391,-152.404536
Alaska,Kwethluk,99621,55482,44147,43722,60.793216,-161.43139
Alaska,Mekoryuk,99630,43471,24491,37909,60.370781,-166.266749
Alaska,Haines,99827,101864,300000,35736,59.151183,-135.356493
Alaska,Allakaket,99720,33847,27223,21247,66.538603,-152.621292
Alaska,Noatak,99761,65682,51784,49294,67.589497,-163.010332
Alaska,Sheldon Point,99666,58004,300000,45624,62.506535,-164.900384
Alaska,Petersburg,99833,79191,66964,59802,56.754283,-132.873808
Alaska,Anchorage,99501,77110,84804,54957,61.355597,-150.16935
Alaska,Port Protection,99950,39794,26943,55547,56.331881,-133.60642
Alaska,St. George,99591,67102,300000,41868,56.592794,-169.624378
Alaska,Selawik,99770,55786,43243,40619,66.590751,-160.001206
Alaska,Skagway,99840,81352,69886,49197,59.46436,-135.275151
Alaska,Stevens Village,99774,20652,17126,19643,66.023707,-149.080314
Alaska,Tanana,99777,51237,45813,35996,65.184555,-152.054643
Alaska,Unalakleet,99684,73951,64415,53933,63.895578,-160.798136
Alaska,Delta Junction,99737,242857,300000,25317,64.152838,-145.906385
Alaska,Ketchikan,99901,97685,86630,64617,55.4499378,-131.1066847
Alaska,Egegik,99579,62733,50708,52096,58.2050652,-156.7051884
Alaska,Wasilla,99687,84692,82973,51487,61.5191219,-149.6716836
Alaska,Wasilla,99654,95014,86266,63620,61.5861668,-149.3235509
Alaska,Tok,99780,54967,45144,46848,63.6472192,-142.8271144
Alaska,Takotna,99675,53751,40060,45019,62.8600955,-157.0581667
Alaska,Anchorage,99508,64869,53765,47295,61.2167015,-149.7927444
Alaska,Chugiak,99567,133300,300000,60207,61.3488245,-149.3997957
Alaska,Eagle River,99577,109312,105321,65670,61.3098218,-149.5060219
Alaska,Anchorage,99504,62940,54003,49175,61.2170818,-149.7672141
Alaska,Anchorage,99517,128395,300000,72292,61.2011597,-149.9490164
Alaska,Anchorage,99507,89946,83403,43459,61.1738815,-149.848285
Alaska,Anchorage,99503,71733,59794,60241,61.1839061,-149.8805455
Alaska,Anchorage,99502,115266,115283,81014,61.1648107,-150.1778033
Alaska,Anchorage,99518,86400,84689,40302,61.1593799,-149.8999659
Alaska,Anchorage,99515,92426,300000,47964,61.122781,-149.9633763
Alaska,Anchorage,99516,144635,138010,79563,61.1015721,-149.8226304
Alaska,Girdwood,99587,94928,300000,65593,60.9724621,-149.0849841
Alaska,Bethel,99559,90822,72540,71288,60.8141554,-161.8508097
Alaska,Fairbanks,99701,69802,45653,59865,64.8278726,-147.7246662
Alaska,North Pole,99705,98668,82163,53448,64.7752542,-147.2484609
Alaska,Hoonah,99829,65020,54682,50103,58.0735321,-135.513003
Alaska,Juneau,99801,92293,78817,74866,58.3972,-134.5719857
Alaska,Moose Pass,99631,89805,75180,67992,60.6153549,-149.3727833
Alaska,Kenai,99611,66103,60259,51609,60.5838565,-151.3261799
Alaska,Nikolaevsk,99556,56071,42495,48452,59.8999551,-151.5703879
Alaska,Larsen Bay,99624,84545,80106,44616,57.5020153,-153.5635123
Alaska,Saint Mary's,99658,49429,40341,38499,62.2830603,-163.1909034
Alaska,Palmer,99645,89437,79780,57917,61.7170925,-149.1964285
Alaska,Nome,99762,96042,86030,64223,64.6079069,-165.453872
Alaska,Metlakatla,99926,69964,48663,58581,55.138352,-131.4704235
Alaska,Sitka,99835,80041,59519,65235,57.0451454,-135.3522511
Alaska,Tatitlek,99677,98618,87924,73901,60.6553471,-147.4091896
Alaska,Huslia,99746,40950,29945,34933,65.5705181,-155.6736579
Alaska,Sterling,99672,81749,70749,59378,60.2648699,-150.6105623
Arizona,Sells,85634,58579,11622,79050,31.902547,-111.780387
Arizona,Eloy,85131,51765,43020,38386,32.750787,-111.670454
Arizona,Littlefield,86432,56286,45147,39008,36.907098,-113.936313
Arizona,Bowie,85605,35045,32050,24950,32.324831,-109.484454
Arizona,Tuba City,86045,41489,34601,35089,35.853193,-111.428585
Arizona,Tucson,85739,61934,50113,48909,32.484902,-110.899633
Arizona,Chinle,86503,27046,16974,35416,36.491359,-110.049912
Arizona,Kingman,86401,104815,300000,77396,35.220358,-114.0723
Arizona,Globe,85501,112500,300000,9129,33.430941,-110.746483
Arizona,Yuma,85364,41087,39081,20446,32.709354,-114.678223
Arizona,Polacca,86042,39442,24081,37496,35.831663,-110.368892
Arizona,Flagstaff,86001,122937,112343,77704,35.255416,-111.725274
Arizona,Gilbert,85295,94418,84020,59877,33.310345,-111.743121
Arizona,Winkelman,85292,39634,38040,26441,32.994887,-110.779872
Arizona,Holbrook,86025,34976,29443,26478,35.40925,-110.114439
Arizona,Kayenta,86033,40895,30296,37669,36.717169,-110.260459
Arizona,Kykotsmovi,86039,38972,33678,38997,35.810245,-110.656849
